,track_name,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
spotify:track:3aSWQJcWnnqgwYbAgidvlV,"I Can't Help Myself (Sugar Pie, Honey Bunch)",spotify:artist:7fIvjotigTGWqjIz6EP1i4,Four Tops,adult standards,66,712651,0.686,0.714,0,-4.809,1,0.0287,0.204,0.0,0.0592,0.964,126.736,4,happy
spotify:track:6txWz9UapYHVxEd7dDIHXT,No Rain,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,alternative metal,64,789091,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,happy
spotify:track:6UBjSnyP1O5W5ndJoO9vUk,Night Moves,spotify:artist:485uL27bPomh29R4JmQehQ,Bob Seger,album rock,70,1165043,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,4,happy
spotify:track:0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,spotify:artist:2iIn8H3l2NNBNHFpYKWbfo,The Kingsmen,classic garage rock,51,27463,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,4,happy
spotify:track:252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,spotify:artist:0DAqhikcMKLo2lPADVz2fs,Jay & The Americans,adult standards,55,77931,0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,4,happy
spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,It's Your Thing,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,classic soul,65,1136870,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,4,happy
spotify:track:1Cwsd5xI8CajJz795oy4XF,You Get What You Give,spotify:artist:0Grjlu7ncIuCaSYvCs9fcd,New Radicals,pop rock,60,154213,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,4,happy
spotify:track:4j0M3v7GPijfIrzjN8QcuK,I'll Take You There,spotify:artist:7xGGqA85UIWX1GoTVM4itC,The Staple Singers,brill building pop,59,210249,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,4,happy
spotify:track:7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,spotify:artist:0w7HLMvZOHatWVbAKee1zF,Redbone,native american,65,139928,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4,happy
spotify:track:1bp2IO61zbQrbWNmKKxg3f,The Joker,spotify:artist:6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,album rock,69,1794532,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,happy
spotify:track:4VywXu6umkIQ2OS0m1I79y,Better Together,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,neo mellow,79,3030177,0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,4,happy
spotify:track:413T0g8pNNXYX6t5RqHvx7,Why Can't We Be Friends?,spotify:artist:3ICyfoySNDZqtBVmaBT84I,War,classic soul,60,260085,0.776,0.714,10,-9.044,1,0.0388,0.19,0.0,0.506,0.962,92.448,4,happy
spotify:track:2yNWwardt8VzlpNBWrGYD6,For Once In My Life,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,adult standards,81,4683762,0.566,0.482,6,-13.047,1,0.0411,0.301,0.0,0.269,0.856,109.046,4,happy
spotify:track:269OfNY9Je1QWaDnu31KKp,Wild World,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,british folk,73,1202839,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,0.554,151.867,4,happy
spotify:track:6Neq7tjnknt4URNI8txFL4,Every Morning - Remastered,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,Sugar Ray,alternative metal,61,641773,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,4,happy
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison,classic rock,75,1898392,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,4,happy
spotify:track:1DnSZ9M8uvX0UebR3dmBNI,Easy,spotify:artist:6twIAGnYuIT1pncMAsXnEm,Commodores,adult standards,67,1108783,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,4,happy
spotify:track:5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,beatlesque,87,18221692,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,4,happy
spotify:track:01iyCAUm8EvOFqVWYJ3dVX,Dancing Queen,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,europop,80,5057444,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,happy
spotify:track:7mnGQesk1TzQLzQ9bYWZPR,She's so High,spotify:artist:3KEb1kbIZN5jumsjFEWgSW,Tal Bachman,pop rock,56,29614,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,4,happy
spotify:track:1rwGdnrtWnPYBipRrjnzEm,O-o-h Child,spotify:artist:3Inrg8cs8oc4q8oPES4a6S,The Five Stairsteps,chicago soul,53,46742,0.511,0.56,1,-10.429,1,0.0411,0.00156,0.000157,0.646,0.551,87.274,4,happy
spotify:track:3oVSsJXNADnYAnZWiEWFJH,What I Got,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,Sublime,reggae fusion,72,1813298,0.795,0.706,7,-7.494,1,0.101,0.0172,0.000384,0.326,0.623,95.593,4,happy
spotify:track:7vCEPLGrLHqBHyRPPsweYY,"Wonderful World, Beautiful People - Single Version",spotify:artist:3rJ3m1tM6vUgiWLjfV8sRf,Jimmy Cliff,dub,62,564185,0.782,0.386,2,-15.443,1,0.0302,0.0184,0.0,0.0525,0.904,105.849,4,happy
spotify:track:5RKZ9zCtLjBLTea7qkSFqr,I'm a Believer,spotify:artist:320EPCSEezHt1rtbfwH6Ck,The Monkees,beatlesque,65,742485,0.519,0.772,0,-6.784,1,0.0331,0.534,1.21e-05,0.271,0.961,79.618,4,happy
spotify:track:676Rf0qIOh2gKNEl9TnCOx,Get Ready,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,The Temptations,brill building pop,71,1909083,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,4,happy
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,classic rock,78,3141049,0.701,0.943,4,-2.986,1,0.0456,0.0747,0.0,0.601,0.791,128.992,4,happy
spotify:track:3v8PlUFGQQDBIk1J86waCo,Should I Stay or Should I Go - Remastered,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,The Clash,classic rock,73,2006328,0.742,0.844,2,-6.441,1,0.111,0.0838,0.0,0.418,0.85,113.371,4,happy
spotify:track:5uM9zdUz8PpYJME9wZCM4W,Baby Love - Juke Box Single Version,spotify:artist:57bUPid8xztkieZfS7OlEV,The Supremes,adult standards,68,1166597,0.594,0.698,2,-6.524,0,0.0365,0.776,0.0,0.237,0.649,135.821,4,happy
spotify:track:3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,spotify:artist:1aX2dmV8XoHYCOQRxjPESG,The Human League,art rock,63,712745,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4,happy
spotify:track:1HOMkjp0nHMaTnfAkslCQj,My Sharona,spotify:artist:0Nn9YwJzcaeuU1jJL06e3r,The Knack,album rock,59,138323,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,happy
spotify:track:1mqlc0vEP9mU1kZgTi6LIQ,September,spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",disco,76,2684722,0.693,0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,4,happy
spotify:track:42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,alternative rock,66,1059410,0.64,0.864,7,-6.576,1,0.0315,0.00832,0.0,0.123,0.7,102.026,4,happy
spotify:track:3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,spotify:artist:6Bfy6QzadCXS92y0T8dDZF,Eddie Floyd,classic soul,49,35371,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,4,happy
spotify:track:756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love,spotify:artist:5r1bdqzhgRoHC3YcCV6N5a,The Darkness,glam metal,63,300189,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4,happy
spotify:track:6jWkZvd1URGktyTTwcpPpB,My Girl,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,The Temptations,brill building pop,71,1909083,0.579,0.419,0,-10.72,1,0.0346,0.625,0.0,0.0981,0.673,104.564,4,happy
spotify:track:0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,classic rock,75,3142796,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,4,happy
spotify:track:58E1XVmZTODC67YNjneuXM,Tainted Love,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,Soft Cell,dance rock,65,412929,0.542,0.45,7,-9.931,0,0.0361,0.558,6.43e-06,0.579,0.626,144.437,4,happy
spotify:track:305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,spotify:artist:5ypxebeHEIXjMtJb17uJlI,Jet,alternative rock,65,440218,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4,happy
spotify:track:1jWlwcTJVuF5UWIHOETeL4,"Piano Concerto No. 22 in E-Flat Major, K. 482: III. Allegro",spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,classical,77,3809282,0.303,0.107,3,-24.921,1,0.0443,0.98,0.915,0.149,0.142,154.149,3,happy
spotify:track:6IuHbYWV49tArCbHBgMHl7,Carmen Suite No. 1 (Arr. E. Guiraud): IV. Séguedille,spotify:artist:2D7RkvtKKb6E5UmbjQM1Jd,Georges Bizet,classical,58,164532,0.248,0.00674,2,-36.547,1,0.0417,0.952,0.271,0.155,0.185,176.236,3,happy
spotify:track:19SN5mb0gs0ze9PYBIVANZ,Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts),spotify:artist:0nJvyjVTb8sAULPYyA1bqU,Aaron Copland,american modern classical,52,68629,0.207,0.102,1,-17.365,1,0.0384,0.974,0.542,0.104,0.303,82.319,4,happy
spotify:track:6mmbWSbU5FElQOocyktyUZ,La Gioconda / Act 3: Dance Of The Hours,spotify:artist:088fpww3Ae4U9cMZv5O6m8,Amilcare Ponchielli,classical,41,8813,0.554,0.00761,4,-30.566,1,0.0499,0.914,0.00097,0.221,0.156,117.268,4,happy
spotify:track:0XgPWSYgvA56fGa39roY7t,In the Steppes of Central Asia,spotify:artist:34MYamymtmnsmpwbqydd7I,Alexander Borodin,classical,49,28358,0.0669,0.0176,9,-30.051,1,0.0433,0.923,0.686,0.173,0.0388,69.132,4,happy
spotify:track:3QnU25Zw23qOUugdtTWgsY,"Rage Over A Lost Penny, Op.129",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,classical,75,3599655,0.303,0.193,7,-19.428,1,0.0334,0.99,0.909,0.0887,0.322,79.845,4,happy
spotify:track:246ntJR3A2s7B5E40FTCLf,Hummel: Trumpet Concerto In E Flat - Iii Rondo,spotify:artist:0WiK9IsQEQEuIQ1iDxvuPg,Johann Nepomuk Hummel,classical era,41,15846,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,4,happy
spotify:track:0QD4653g34Xykw5ChTOMqu,"Holberg Suite, Op.40: 1. Präludium (Allegro vivace)",spotify:artist:5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,classical,64,371664,0.23,0.144,7,-21.34,1,0.0407,0.94,0.872,0.395,0.229,142.193,4,happy
spotify:track:5xbuJuQsTVheVZvX2AJVIv,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",spotify:artist:2VZNmg4vCnew4Pavo8zDdW,Max Richter,compositional ambient,76,591570,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,3,happy
spotify:track:4Czes8et0XizWpiL2fgLiM,"Grainger / Orch. Artok: Country Gardens, BFMS 22",spotify:artist:6evVLxWyiwmi8gDtHn1Vzx,Percy Grainger,australian classical,39,6428,0.426,0.237,3,-16.496,1,0.0346,0.835,0.933,0.129,0.787,157.113,4,happy
spotify:track:7FDsNPf1p9nuaNzchkobyb,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,classical,75,3599655,0.256,0.0316,5,-23.057,1,0.0354,0.957,0.488,0.135,0.141,105.072,4,happy
spotify:track:5bmp5QR3Dwb5r9kgEX8kF3,"GoldBergHain (Quodlibet on ""Kraut und Rüben haben mich vertrieben"") for Violin & String Orchestra",spotify:artist:5bJ6Okk0z9ycR3goHVJ5e4,Stephan Koncz,na,30,83,0.394,0.133,7,-19.88,1,0.0513,0.793,0.102,0.166,0.414,116.711,4,happy
spotify:track:1Ejwe18LP8jnvwGSQBGd0L,The Typewriter,spotify:artist:5YhX2onn51M81v4dSZajlX,Leroy Anderson,american modern classical,57,6813,0.609,0.361,7,-21.201,1,0.0408,0.328,0.839,0.11,0.886,148.321,4,happy
spotify:track:43Lvr75yMRLmGeMSYZVVVp,"The Nutcracker, Op. 71: XIII. Waltz of the Flowers",spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,classical,75,865639,0.253,0.145,2,-18.668,1,0.0369,0.946,0.853,0.0973,0.114,107.738,4,happy
spotify:track:4G2uNWAbB6MdCP67qQRkbJ,"Peter and the Wolf, Op. 67: Peter in the meadow",spotify:artist:4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,classical,59,176772,0.493,0.0249,3,-32.122,1,0.0446,0.675,0.993,0.57,0.111,114.786,4,happy
spotify:track:2ssbZjRmHehGlXIujo2hnu,Knickerbocker Holiday: September Song (Arr. By Paul Bateman),spotify:artist:69a1b61a56mJlx8iAUMBsY,Kurt Weill,austro-german modernism,39,13259,0.291,0.133,5,-20.025,1,0.0483,0.942,0.138,0.0876,0.093,86.652,4,happy
spotify:track:5C9igd1gcJT8Z27V7W4zWU,The Birds (Gli uccelli): 5. The Cuckoo (Il cuccù),spotify:artist:7KkUirCiJZhgRN3NbgG98L,Ottorino Respighi,classical,50,22698,0.309,0.0289,9,-24.231,1,0.0486,0.958,0.126,0.278,0.1,118.06,4,happy
spotify:track:04iUT8m1pjNkF950MjG1e6,"Dances in the Canebrakes (Arr. W.G. Still for Orchestra): No. 1, Nimble Feet",spotify:artist:1M9s5TbPcKurMEzvvW0FFH,Florence Beatrice Price,african-american classical,27,3414,0.387,0.0755,4,-19.547,1,0.033,0.986,0.892,0.0863,0.299,88.273,4,happy
spotify:track:0mTUTkFQ2MxmUHFL8EdfeR,The Firebird (L'oiseau De Feu) - Suite (1919): Finale,spotify:artist:7ie36YytMoKtPiL7tUvmoE,Igor Stravinsky,classical,53,247623,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,3,happy
spotify:track:0ZYyAD3ZFssmqUrfBhjQst,New World,spotify:artist:6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,bow pop,62,475632,0.15,0.211,9,-12.814,0,0.0369,0.792,0.174,0.169,0.141,82.68,4,happy
spotify:track:4vJLFhcjscdsV2if8Sasuo,Samba,spotify:artist:5XUCnlLlAKpXmhfHODFFyV,vision string quartet,string quartet,32,894,0.807,0.181,2,-18.778,1,0.109,0.957,0.915,0.1,0.897,101.905,4,happy
spotify:track:6S75SSomSfxCyJhDPoSsqP,African Suite: V. Akinla: Allegro non troppo,spotify:artist:6nzfP8y591BGa4K4ImEtWm,Fela Sowande,na,21,167,0.505,0.0104,0,-38.317,1,0.0451,0.888,0.0081,0.105,0.366,130.482,4,happy
spotify:track:1lxDWd3YLu7Rri2dRK85B3,"The Nutcracker, Op.71, TH.14 / Act 2: No. 12e Dance of the Reed Pipes",spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,classical,75,865639,0.404,0.123,2,-26.939,1,0.0379,0.927,0.962,0.213,0.345,143.024,4,happy
spotify:track:6e85fziCk6MwZUxWyG6Ijm,"Boccherini: String Quintet in E Major, G. 282, Op. 13 No. 6: III. Minuetto - Trio",spotify:artist:2l4vGfFV7e46yO8lxfxR76,Luigi Boccherini,classical,52,68476,0.501,0.0358,9,-26.147,1,0.0293,0.961,0.58,0.142,0.43,85.189,4,happy
spotify:track:5XsF5yMccCdhVx8y8mTzNE,"Die Zauberflöte, K. 620: Ouverture",spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,classical,77,3809282,0.296,0.115,3,-19.629,1,0.0431,0.969,0.749,0.132,0.102,90.029,4,happy
spotify:track:0hd5uPXhPIE6WKdDZ3678J,"Humoresque, Op.101, No.7",spotify:artist:6n7nd5iceYpXVwcx8VPpxF,Antonín Dvořák,classical,62,378868,0.402,0.0157,6,-29.924,1,0.0472,0.995,0.933,0.0913,0.122,108.25,4,happy
spotify:track:5431KRbZtVF3tVgMR1lIYS,"An der schönen blauen Donau, Walzer, Op. 314",spotify:artist:5goS0v24Fc1ydjCKQRwtjM,Johann Strauss II,classical,58,315172,0.207,0.0854,2,-19.104,1,0.042,0.976,0.923,0.0663,0.138,199.771,3,happy
spotify:track:1uARLLfeQPlBf1jSN4P0yK,"Tahiti Trot, Op. 16 (After V. Youmans's ""Tea for Two"")",spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,classical,59,243595,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,4,happy
spotify:track:0c9YITBx27aVPVC7baiOmB,"Petite suite de concert, Op. 77: III. Un sonnet d'amour",spotify:artist:0fhN6BHa9pN66ZnsrI5NUR,Samuel Coleridge-Taylor,light music,35,3098,0.0999,0.00994,9,-34.682,1,0.0437,0.902,0.121,0.13,0.0614,70.667,3,happy
spotify:track:5lXXjSHmJqbtHeOMTZYY5M,"Marian and Robin (From ""The Adventures of Robin Hood"")",spotify:artist:3UaJz1tq0BBPzJBPgkBarb,Erich Wolfgang Korngold,classic soundtrack,41,7623,0.219,0.199,7,-18.407,1,0.0467,0.769,0.709,0.132,0.051,80.772,4,happy
spotify:track:07ONffHgE53L6vIJyrYne5,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,classical,75,3599655,0.274,0.103,3,-20.165,1,0.0392,0.904,0.811,0.105,0.233,80.438,3,happy
spotify:track:7vYSzjjNGHa0kC2cmTaxWv,"Rigoletto / Act 3: ""La donna è mobile""",spotify:artist:1JOQXgYdQV2yfrhewqx96o,Giuseppe Verdi,classical,62,434538,0.315,0.209,6,-13.049,1,0.0371,0.96,3.35e-06,0.0915,0.416,94.091,4,happy
spotify:track:3CGmzfgZOl1lkKO9plSXFC,Waltzing Matilda (Arr. Koncz),spotify:artist:1U5zgr455OGyIkLNXvDdrf,Traditional,sleep,77,32467,0.307,0.24,2,-14.459,1,0.0499,0.95,0.211,0.0992,0.164,130.814,4,happy
spotify:track:2YJz9PMnAtbhWfl5bX8md5,Soul Bossa Nova,spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK,Quincy Jones,adult standards,60,207809,0.562,0.229,5,-20.612,0,0.0491,0.962,0.501,0.179,0.68,166.262,4,happy
spotify:track:0rUi4aSkmfRE1tJ5qLC9g3,"Violin Concerto No. 9 in G Major, Op. 8: I. Allegro",spotify:artist:02onqdkvTxxy6tNJWnjnFU,Joseph Boulogne Chevalier de Saint-Georges,classical era,26,3371,0.341,0.0897,2,-21.5,1,0.0421,0.957,0.916,0.158,0.331,136.832,4,happy
spotify:track:6QuhXZXaAqzVSfbspRASus,"Antiche danze ed arie per liuto (Ancient Airs and Dances), P. 114: IV. Italiana",spotify:artist:7KkUirCiJZhgRN3NbgG98L,Ottorino Respighi,classical,50,22698,0.299,0.0182,11,-35.321,0,0.0579,0.996,0.904,0.0681,0.338,196.847,4,happy
spotify:track:77RAYvHuq4Agn26vXRBt2R,"Symphony No. 3 in A Minor, Op. 56, MWV N 18, ""Scottish"": 2. Vivace non troppo - Live",spotify:artist:6MF58APd3YV72Ln2eVg710,Felix Mendelssohn,classical,62,354162,0.386,0.215,5,-22.304,1,0.0541,0.913,0.902,0.109,0.281,129.17,4,happy
spotify:track:4N1pcu9UNvFP4NOB1SGb4I,Conga del Fuego,spotify:artist:6R2JGjQ4DM6iCPUAbhjnKZ,Arturo Márquez,latin classical,35,6785,0.418,0.336,0,-17.765,1,0.0397,0.495,0.908,0.102,0.622,128.316,4,happy
spotify:track:27iOkt2GDZDFWsKR9COSmQ,"Scaramouche Suite, Op. 165c: 3. Brazileira",spotify:artist:6bwXuNL4AuC7w3AxspKXn6,Darius Milhaud,avant-garde,32,9994,0.615,0.477,5,-4.75,1,0.0302,0.967,0.874,0.132,0.844,92.275,4,happy
spotify:track:1nwR75z9kdenGQpeCj6F6y,"Brandenburg Concerto No.5 In D Major, BWV 1050: 1. Allegro",spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2964762,0.241,0.193,1,-22.937,1,0.0333,0.921,0.000146,0.119,0.649,99.245,4,happy
spotify:track:0gayr5e8Juiae131eh6QTf,"Symphony No. 7 in A Major, Op. 92: 3. Presto - Assai meno presto",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,classical,75,3599655,0.24,0.16,2,-18.032,1,0.0562,0.938,0.744,0.112,0.187,68.531,4,happy
spotify:track:6HSvY3p7lH7AxK39c2Hpek,"Pomp and Circumstance Marches, Op.39: No.4 - March in G Major",spotify:artist:430byzy0c5bPn5opiu0SRd,Edward Elgar,british modern classical,59,120054,0.349,0.279,7,-16.095,1,0.0371,0.94,0.861,0.133,0.351,118.499,4,happy
spotify:track:1VIPloT2xEb9KExrtKHNoI,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,baroque,73,1646458,0.249,0.114,0,-24.382,1,0.0553,0.28,0.00957,0.116,0.0833,84.472,4,happy
spotify:track:3t3IDdytTc3ZGWghDEKysi,By the Sleepy Lagoon,spotify:artist:7cDM8mvqJEmXgDdOpFDP8E,Eric Coates,light music,34,1332,0.07,0.0534,0,-24.889,1,0.0375,0.959,0.914,0.0915,0.0622,76.626,3,happy
spotify:track:0SzeTxpsFn5TaHHEkkLQqz,"3 Nouvelles études, B. 130 (Live): II. Etude No. 26 in A-Flat Major",spotify:artist:7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,classical,76,2226396,0.211,0.00954,8,-36.692,1,0.0373,0.996,0.947,0.102,0.0844,74.137,4,happy
spotify:track:36JkWJ7xUPQXqGUOcnL05o,Julie-O,spotify:artist:4dFOqKphNlCG3nR7J6WYx4,Mark Summer,na,22,431,0.45,0.139,2,-19.062,1,0.0547,0.972,0.93,0.114,0.409,79.766,4,happy
spotify:track:0J6itzTcqu5pIPFS7fXbzy,Spartacus (1968 Bolshoi version) (arr. Y. Grigorovich): Act III: Adagio of Spartacus and Phrygia,spotify:artist:1M5N3Z40b04WgW0Hl60s5z,Yuri Grigorovich,na,25,121,0.117,0.0788,6,-21.479,0,0.0392,0.945,0.874,0.105,0.0301,81.932,3,happy
spotify:track:61dYvvfIRtIDFuqZypPAta,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2964762,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,4,happy
spotify:track:6GUGZQ7sYacEfhDc1wTvM1,Canarios,spotify:artist:1OdITJSYADZMOPRSyXlb3c,Gaspar Sanz,baroque,31,2112,0.343,0.0797,2,-23.642,1,0.0425,0.988,0.894,0.118,0.735,102.849,3,happy
spotify:track:5gfwRzIpk9nResKTksFXoa,Kitsch-Musik: III. Allegretto,spotify:artist:1bauOA5U5M3RwH2euX3Eq6,Valentin Silvestrov,avant-garde,47,4270,0.176,0.00252,3,-42.319,1,0.0434,0.995,0.967,0.092,0.158,65.101,5,happy
spotify:track:5U7T2widXE5MqoQ6dmi3O9,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",spotify:artist:2UqjDAXnDxejEyE0CzfUrZ,Robert Schumann,classical,61,394467,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,3,happy
spotify:track:2z7iDr3N4NbW4VmwpQWbTS,"Nonet in E-Flat Major, Op. 38: III. Scherzo. Vivace",spotify:artist:3cCP79U05k4MrNSU06eBy2,Louise Farrenc,early romantic era,36,1605,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,4,happy
spotify:track:3oxF4ePflcag1tMbcgNrQC,"The Terry Theme From ""Limelight"" / La Violetera From ""City Lights"" / Je cherche après Titine From ""Modern Times"" / Awakening From ""Limelight"" / Theme From ""Modern Times"" - CITY MEMORIES",spotify:artist:6AmG7SNdlV9boPZ7dFVnLY,Charlie Chaplin,classic soundtrack,40,15406,0.141,0.169,0,-20.001,0,0.0452,0.897,0.405,0.332,0.0479,82.457,4,happy
spotify:track:4ixh2ds0j86ydQvP0RjwIV,"The Sleeping Beauty, Op. 66, TH 13 / Act 1: 6. Valse",spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,classical,75,865639,0.272,0.153,10,-20.058,1,0.0364,0.95,0.892,0.312,0.471,101.712,4,happy
spotify:track:7hgKSnMFBQ5LoP1uid5gjz,"Serenade for Strings in C, Op.48: 2. Walzer: Moderato (Tempo di valse)",spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,classical,75,865639,0.288,0.236,7,-16.844,1,0.0424,0.908,0.634,0.135,0.264,67.334,4,happy
spotify:track:6wwvz4l47XJgtTNNTRPYLv,"3 Concert Études, S. 144: No. 3 in D-Flat Major, ""un sospiro""",spotify:artist:1385hLNbrnbCJGokfH2ac2,Franz Liszt,classical,64,519131,0.238,0.0639,1,-24.819,1,0.0396,0.99,0.928,0.175,0.0345,67.716,4,happy
spotify:track:6vhfwjF82YaIN7fqMz8CEn,"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity",spotify:artist:5B7uXBeLc2TkR5Jk23qKIZ,Gustav Holst,british modern classical,57,123923,0.268,0.155,7,-20.851,0,0.0352,0.938,0.914,0.261,0.206,135.319,4,happy
